Índice;;;Figura 5 e 6;Figura 7 e 8
Nível territorial;Código territorial;Designação;Densidade populacional (N.º/ km²) ;Taxa de variação da população residente (%)
;;;2021;2011-2021
Freguesia;100806;União das freguesias de Figueiró dos Vinhos e Bairradas;64,68;-11,62
Município;1009;Leiria;227,58;1,35
Freguesia;100901;Amor;194,97;-3,56
Freguesia;100902;Arrabal;129,92;-2,76
Freguesia;100925;Bajouca;154,44;-5,44
Freguesia;100926;Bidoeira de Cima;143,24;-0,62
Freguesia;100907;Caranguejeira;139,75;-7,67
Freguesia;100909;Coimbrão;33,07;-0,52
Freguesia;100913;Maceira;194,37;-7,68
Freguesia;100915;Milagres;163,05;-7,88
Freguesia;100921;Regueira de Pontes;188,23;-2,12
Freguesia;100932;União das freguesias de Colmeias e Memória;80,44;-8,30
Freguesia;100933;União das freguesias de Leiria, Pousos, Barreira e Cortes;662,92;9,03
Freguesia;100934;União das freguesias de Marrazes e Barosa;799,54;6,24
Freguesia;100935;União das freguesias de Monte Real e Carvide;212,91;-3,72
Freguesia;100936;União das freguesias de Monte Redondo e Carreira;101,79;-6,87
Freguesia;100937;União das freguesias de Parceiros e Azoia;327,75;8,57
Freguesia;100938;União das freguesias de Santa Catarina da Serra e Chainça;110,97;-6,12
Freguesia;100939;União das freguesias de Santa Eufémia e Boa Vista;207,57;-0,34
Freguesia;100940;União das freguesias de Souto da Carpalhosa e Ortigosa;132,17;-4,37
Município;1010;Marinha Grande;208,41;0,84
Freguesia;101001;Marinha Grande;237,96;2,82
Freguesia;101003;Moita;154,10;-8,73
Freguesia;101002;Vieira de Leiria;125,69;-7,51
Município;1013;Pedrógão Grande;26,33;-13,41
Freguesia;101301;Graça;19,02;-23,92
Freguesia;101302;Pedrógão Grande;28,11;-11,53
Freguesia;101303;Vila Facaia;31,42;-7,43
Município;1015;Pombal;81,74;-7,38
Freguesia;101501;Abiul;41,30;-19,13
Freguesia;101503;Almagreira;65,10;-9,82
Freguesia;101504;Carnide;72,70;-6,67
Freguesia;101505;Carriço;40,10;-8,01
Freguesia;101506;Louriçal;88,19;-9,52
Freguesia;101515;Meirinhas;185,49;-5,34
Freguesia;101508;Pelariga;76,36;-7,96
Freguesia;101509;Pombal;179,66;-1,98
Freguesia;101510;Redinha;45,16;-11,71
Freguesia;101518;União das freguesias de Guia, Ilha e Mata Mourisca;75,14;-6,93
Freguesia;101519;União das freguesias de Santiago e São Simão de Litém e Albergaria dos Doze;66,52;-12,98
Freguesia;101513;Vermoil;106,84;-6,92
Freguesia;101514;Vila Cã;44,38;-12,82
Município;1016;Porto de Mós;88,61;-4,68
Freguesia;101602;Alqueidão da Serra;70,09;-11,74
Freguesia;101605;Calvaria de Cima;231,06;0,61
Freguesia;101606;Juncal;120,01;-3,59
Freguesia;101608;Mira de Aire;222,92;-7,76
Freguesia;101609;Pedreiras;192,74;-5,80
Freguesia;101614;Porto de Mós - São João Baptista e São Pedro;212,88;-0,37
Freguesia;101610;São Bento;18,18;-10,06
Freguesia;101613;Serro Ventoso;27,79;-13,06
Freguesia;101615;União das freguesias de Alvados e Alcaria;21,95;-1,35
Freguesia;101616;União das freguesias de Arrimal e Mendiga;40,73;-7,63
NUTS 3;16G;Viseu Dão Lafões;78,07;-5,55
Município;0901;Aguiar da Beira;25,30;-4,42
Freguesia;090102;Carapito;24,51;-4,30
Freguesia;090103;Cortiçada;24,82;-7,92
Freguesia;090105;Dornelas;28,04;-3,48
Freguesia;090106;Eirado;19,59;-21,30
Freguesia;090107;Forninhos;21,62;-6,31
Freguesia;090109;Pena Verde;24,32;-12,05
Freguesia;090110;Pinheiro;14,55;-0,43
Freguesia;090114;União das freguesias de Aguiar da Beira e Coruche;41,17;9,44
Freguesia;090115;União das freguesias de Sequeiros e Gradiz;14,42;-18,05
Freguesia;090116;União das freguesias de Souto de Aguiar da Beira e Valverde;16,74;-19,51
Município;1802;Carregal do Sal;77,32;-8,10
Freguesia;180201;Beijós;64,96;-16,51
Freguesia;180202;Cabanas de Viriato;67,86;-4,96
Freguesia;180204;Oliveira do Conde;79,40;-10,38
Freguesia;180206;Parada;63,81;-7,69
Freguesia;180208;Carregal do Sal;89,61;-5,12
Município;1803;Castro Daire;36,24;-10,45
Freguesia;180301;Almofala;11,94;-2,63
Freguesia;180303;Cabril;15,21;-19,08
Freguesia;180304;Castro Daire;140,09;-2,50
Freguesia;180305;Cujó;28,96;-18,06
Freguesia;180309;Gosende;17,99;-13,62
Freguesia;180312;Mões;38,30;-7,95
Freguesia;180313;Moledo;22,32;-14,16
Freguesia;180314;Monteiras;19,12;-16,01
Freguesia;180317;Pepim;20,54;-26,65
Freguesia;180319;Pinheiro;34,13;-8,36
Freguesia;180322;São Joaninho;43,18;-3,33
Freguesia;180323;União das freguesias de Mamouros, Alva e Ribolhos;50,23;-16,57
Freguesia;180324;União das freguesias de Mezio e Moura Morta;23,49;-13,92
Freguesia;180325;União das freguesias de Parada de Ester e Ester;18,48;-14,87
Freguesia;180326;União das freguesias de Picão e Ermida;26,02;-22,43
Freguesia;180327;União das freguesias de Reriz e Gafanhão;32,01;-18,01
Município;1806;Mangualde;83,47;-7,93
Freguesia;180601;Abrunhosa-a-Velha;25,43;-21,85
Freguesia;180602;Alcafache;62,97;-11,94
Freguesia;180605;Cunha Baixa;51,61;-9,39
Freguesia;180606;Espinho;65,36;-3,35
Freguesia;180607;Fornos de Maceira Dão;80,49;-10,35
Freguesia;180608;Freixiosa;31,97;-8,95
Freguesia;180614;Quintela de Azurara;52,76;-6,64
Freguesia;180616;São João da Fresta;22,81;-18,75
Freguesia;180619;União das freguesias de Mangualde, Mesquitela e Cunha Alta;213,15;-5,28
Freguesia;180620;União das freguesias de Moimenta de Maceira Dão e Lobelhe do Mato;101,68;-5,95
Freguesia;180621;União das freguesias de Santiago de Cassurrães e Póvoa de Cervães;40,56;-13,86
Freguesia;180622;União das freguesias de Tavares (Chãs, Várzea e Travanca);36,55;-12,81
Município;1809;Nelas;104,36;-6,54
Freguesia;180901;Canas de Senhorim;131,00;-4,99
Freguesia;180908;Lapa do Lobo;93,17;-9,79
Freguesia;180903;Nelas;214,24;-1,45
Freguesia;180905;Senhorim;32,51;-11,85
Freguesia;180910;União das freguesias de Carvalhal Redondo e Aguieira;101,41;-10,51
Freguesia;180911;União das freguesias de Santar e Moreira;86,56;-13,81
Freguesia;180906;Vilar Seco;65,81;-10,34
Município;1810;Oliveira de Frades;65,40;-7,36
Freguesia;181002;Arcozelo das Maias;56,08;-10,34
Freguesia;181005;Pinheiro;51,57;-12,69
Freguesia;181007;Ribeiradio;54,82;-15,03
Freguesia;181008;São João da Serra;32,96;-21,95
Freguesia;181009;São Vicente de Lafões;91,22;-1,06
Freguesia;181013;União das freguesias de Arca e Varzielas;27,44;-22,14
Freguesia;181014;União das freguesias de Destriz e Reigoso;25,79;-14,68
Freguesia;181015;União das freguesias de Oliveira de Frades, Souto de Lafões e Sejães;177,97;2,12
Município;1811;Penalva do Castelo;54,59;-7,83
Freguesia;181102;Castelo de Penalva;29,90;-11,16
Freguesia;181103;Esmolfe;35,14;-8,39
Freguesia;181104;Germil;79,85;2,11
Freguesia;181105;Ínsua;216,74;0,05
Freguesia;181106;Lusinde;67,62;0,53
Freguesia;181109;Pindo;102,39;-10,44
Freguesia;181110;Real;52,03;-7,22
Freguesia;181111;Sezures;28,80;-16,53
Freguesia;181112;Trancozelos;48,24;-8,18
Freguesia;181114;União das freguesias de Antas e Matela;22,06;-14,80
Freguesia;181115;União das freguesias de Vila Cova do Covelo/Mareco;19,75;-20,82
Município;1814;Santa Comba Dão;95,05;-8,24
Freguesia;181403;Pinheiro de Ázere;69,81;-11,42
Freguesia;181405;São Joaninho;104,32;-5,67
Freguesia;181406;São João de Areias;80,01;-11,24
Freguesia;181410;União das freguesias de Ovoa e Vimieiro;65,87;-9,76
Freguesia;181411;União das freguesias de Santa Comba Dão e Couto do Mosteiro;164,81;-3,61
Freguesia;181412;União das freguesias de Treixedo e Nagozela;60,60;-17,09
Município;1816;São Pedro do Sul;43,38;-10,17
Freguesia;181602;Bordonhos;85,38;-7,13
Freguesia;181606;Figueiredo de Alva;49,08;-11,64
Freguesia;181607;Manhouce;11,53;-27,98
Freguesia;181608;Pindelo dos Milagres;23,89;-13,35
Freguesia;181609;Pinho;47,95;-15,83
Freguesia;181612;São Félix;114,42;-6,41
Freguesia;181615;Serrazes;67,27;-11,09
Freguesia;181616;Sul;16,75;-19,45
Freguesia;181620;União das freguesias de Carvalhais e Candal;32,31;-9,07
Freguesia;181621;União das freguesias de Santa Cruz da Trapa e São Cristóvão de Lafões;47,82;-7,98
Freguesia;181622;União das freguesias de São Martinho das Moitas e Covas do Rio;4,81;-30,46
Freguesia;181623;União das freguesias de São Pedro do Sul, Várzea e Baiões;243,77;-4,03
Freguesia;181617;Valadares;31,79;-18,01
Freguesia;181619;Vila Maior;73,46;-9,36
Município;1817;Sátão;54,62;-11,36
Freguesia;181702;Avelal;60,00;-7,56
Freguesia;181704;Ferreira de Aves;27,57;-26,01
Freguesia;181706;Mioma;75,88;-4,35
Freguesia;181707;Rio de Moinhos;71,47;-16,24
Freguesia;181709;São Miguel de Vila Boa;95,11;-8,10
Freguesia;181710;Sátão;205,98;-4,54
Freguesia;181711;Silvã de Cima;61,77;-6,59
Freguesia;181713;União das freguesias de Águas Boas e Forles;14,31;-4,22
Freguesia;181714;União das freguesias de Romãs, Decermilo e Vila Longa;22,56;-15,65
Município;1821;Tondela;69,80;-10,49
Freguesia;182102;Campo de Besteiros;166,20;-10,58
Freguesia;182103;Canas de Santa Maria;116,03;-11,02
Freguesia;182105;Castelões;82,59;-8,30
Freguesia;182106;Dardavaz;51,35;-10,10
Freguesia;182107;Ferreirós do Dão;42,82;-19,50
Freguesia;182108;Guardão;64,80;-17,58
Freguesia;182109;Lajeosa do Dão;62,51;-20,77
Freguesia;182110;Lobão da Beira;71,11;-10,85
Freguesia;182111;Molelos;143,55;-5,16
Freguesia;182116;Parada de Gonta;91,98;-17,90
Freguesia;182118;Santiago de Besteiros;72,63;-14,05
Freguesia;182122;Tonda;119,07;-9,25
Freguesia;182127;União das freguesias de Barreiro de Besteiros e Tourigo;26,24;-19,30
Freguesia;182128;União das freguesias de Caparrosa e Silvares;33,33;-12,96
Freguesia;182129;União das freguesias de Mouraz e Vila Nova da Rainha;83,26;-4,51
Freguesia;182130;União das freguesias de São João do Monte e Mosteirinho;11,98;-27,71
Freguesia;182131;União das freguesias de São Miguel do Outeiro e Sabugosa;65,48;-16,74
Freguesia;182132;União das freguesias de Tondela e Nandufe;331,05;1,64
Freguesia;182133;União das freguesias de Vilar de Besteiros e Mosteiro de Fráguas;61,19;-9,31
Município;1822;Vila Nova de Paiva;26,56;-9,93
Freguesia;182203;Pendilhe;20,38;-9,71
Freguesia;182204;Queiriga;16,37;-9,04
Freguesia;182205;Touro;16,32;-10,78
Freguesia;182208;União das freguesias de Vila Nova de Paiva, Alhais e Fráguas;50,71;-6,95
Freguesia;182206;Vila Cova à Coelheira;29,35;-15,24
Município;1823;Viseu;196,31;0,28
Freguesia;182301;Abraveses;682,75;-2,21
Freguesia;182304;Bodiosa;111,81;-6,79
Freguesia;182305;Calde;36,25;-13,48
Freguesia;182306;Campo;295,69;-4,44
Freguesia;182307;Cavernães;101,60;-0,96
Freguesia;182310;Cota;19,16;-18,28
Freguesia;182315;Fragosela;228,99;-5,03
Freguesia;182316;Lordosa;73,60;-8,32
Freguesia;182318;Mundão;166,78;1,05
Freguesia;182319;Orgens;411,46;4,96
Freguesia;182320;Povolide;76,11;-9,39
Freguesia;182321;Ranhados;945,59;19,03
Freguesia;182322;Ribafeita;59,55;-12,06
Freguesia;182323;Rio de Loba;507,55;-3,63
Freguesia;182325;Santos Evos;124,28;-6,05
Freguesia;182327;São João de Lourosa;180,38;-0,26
Freguesia;182329;São Pedro de France;64,91;-11,17
Freguesia;182317;Silgueiros;81,84;-8,92
Freguesia;182335;União das freguesias de Barreiros e Cepões;39,61;-11,99
Freguesia;182336;União das freguesias de Boa Aldeia, Farminhão e Torredeita;67,07;-16,54
Freguesia;182337;Coutos de Viseu;61,45;-6,66
Freguesia;182338;Freguesia de Fail e Vila Chã de Sá;160,00;-6,02
Freguesia;182339;Repeses e São Salvador;674,43;6,89
Freguesia;182340;São Cipriano e Vil de Souto;82,04;-12,87
Freguesia;182341;Viseu;2.590,36;10,12
Município;1824;Vouzela;49,46;-9,31
Freguesia;182401;Alcofra;31,42;-11,22
Freguesia;182403;Campia;36,52;-7,00
Freguesia;182407;Fornelo do Monte;16,98;-11,11
Freguesia;182409;Queirã;51,49;-14,32
Freguesia;182410;São Miguel do Mato;89,78;-12,55
Freguesia;182413;União das freguesias de Cambra e Carvalhal de Vermilhas;41,77;-6,65
Freguesia;182414;União das freguesias de Fataunços e Figueiredo das Donas;78,04;-10,43
Freguesia;182415;União das freguesias de Vouzela e Paços de Vilharigues;137,59;-3,96
Freguesia;182411;Ventosa;36,93;-14,74
NUTS 3;16H;Beira Baixa;17,50;-9,33
Município;0502;Castelo Branco;36,35;-6,84
Freguesia;050201;Alcains;124,93;-8,10
Freguesia;050202;Almaceda;7,08;-24,52
Freguesia;050203;Benquerenças;10,44;-11,53
Freguesia;050205;Castelo Branco;202,37;-2,23
Freguesia;050211;Lardosa;19,97;-7,60
Freguesia;050212;Louriçal do Campo;24,97;-12,42
Freguesia;050214;Malpica do Tejo;1,55;-26,31
Freguesia;050216;Monforte da Beira;2,66;-15,34
Freguesia;050220;Salgueiro do Campo;25,54;-13,02
Freguesia;050221;Santo André das Tojeiras;7,85;-21,29
Freguesia;050222;São Vicente da Beira;9,61;-23,67
Freguesia;050223;Sarzedas;5,91;-23,82
Freguesia;050225;Tinalhas;31,69;-12,31
Freguesia;050226;União das freguesias de Cebolais de Cima e Retaxo;64,03;-13,91
Freguesia;050227;União das freguesias de Escalos de Baixo e Mata;14,81;-14,64
Freguesia;050228;União das freguesias de Escalos de Cima e Lousa;24,51;-19,44
Freguesia;050229;União das freguesias de Freixial e Juncal do Campo;16,42;-18,83
Freguesia;050230;União das freguesias de Ninho do Açor e Sobral do Campo;14,48;-16,62
Freguesia;050231;União das freguesias de Póvoa de Rio de Moinhos e Cafede;20,96;-7,02
Município;0505;Idanha-a-Nova;5,90;-14,01
Freguesia;050502;Aldeia de Santa Margarida;14,76;-31,16
Freguesia;050505;Ladoeiro;16,64;-18,37
Freguesia;050506;Medelim;7,55;-15,44
Freguesia;050509;Oledo;10,26;-20,00
Freguesia;050510;Penha Garcia;4,29;-26,34
Freguesia;050511;Proença-a-Velha;3,28;-15,18
Freguesia;050512;Rosmaninhal;1,64;-18,62
Freguesia;050514;São Miguel de Acha;12,46;-8,21
Freguesia;050516;Toulões;6,15;-4,64
Freguesia;050518;União das freguesias de Idanha-a-Nova e Alcafozes;8,39;-6,50
Freguesia;050519;União das freguesias de Monfortinho e Salvaterra do Extremo;3,75;-28,05
Freguesia;050520;União das freguesias de Monsanto e Idanha-a-Velha;5,02;-14,13
Freguesia;050521;União das freguesias de Zebreira e Segura;5,68;-4,00
Município;0506;Oleiros;10,41;-14,28
Freguesia;050601;Álvaro;7,68;-4,64
Freguesia;050603;Cambas;5,23;-17,80
Freguesia;050613;Estreito-Vilar Barroco;8,92;-17,51
Freguesia;050605;Isna;5,40;-27,75
Freguesia;050606;Madeirã;5,73;-9,94
Freguesia;050607;Mosteiro;14,69;-15,31
Freguesia;050614;Oleiros-Amieira;14,48;-14,12
Freguesia;050609;Orvalho;19,15;-5,90
Freguesia;050610;Sarnadas de São Simão;5,39;-23,04
Freguesia;050611;Sobral;7,31;-12,50
Município;0507;Penamacor;8,46;-16,09
Freguesia;050704;Aranhas;58,39;-9,35
Freguesia;050706;Benquerença;16,19;-19,48
Freguesia;050707;Meimão;7,19;-15,00
Freguesia;050708;Meimoa;10,66;-17,69
Freguesia;050710;Penamacor;3,87;-8,43
Freguesia;050711;Salvador;30,51;-32,77
Freguesia;050713;União das freguesias de Aldeia do Bispo, Águas e Aldeia de João Pires;26,96;-24,68
Freguesia;050714;União das freguesias de Pedrógão de São Pedro e Bemposta;18,04;-7,74
Freguesia;050712;Vale da Senhora da Póvoa;11,50;-13,62
Município;0508;Proença-a-Nova;18,13;-13,80
Freguesia;050802;Montes da Senhora;17,02;-16,44
Freguesia;050805;São Pedro do Esteval;5,93;-22,96
Freguesia;050807;União das freguesias de Proença-a-Nova e Peral;26,23;-9,48
Freguesia;050808;União das freguesias de Sobreira Formosa e Alvito da Beira;13,80;-20,87
Município;0511;Vila Velha de Ródão;9,96;-6,70
Freguesia;051101;Fratel;5,11;-17,76
Freguesia;051102;Perais;5,34;-14,12
Freguesia;051103;Sarnadas de Ródão;9,92;-7,06
Freguesia;051104;Vila Velha de Ródão;19,41;-0,62
NUTS 3;16I;Médio Tejo;68,35;-7,58
Município;1401;Abrantes;48,03;-12,70
Freguesia;140104;Bemposta;7,78;-18,72
Freguesia;140119;Carvalhal;30,27;-26,45
Freguesia;140118;Fontes;16,46;-25,20
Freguesia;140105;Martinchel;28,59;-19,21
Freguesia;140106;Mouriscas;42,26;-19,21
Freguesia;140107;Pego;60,33;-10,53
Freguesia;140108;Rio de Moinhos;47,53;-20,80
Freguesia;140115;Tramagal;117,68;-18,97
Freguesia;140120;União das freguesias de Abrantes (São Vicente e São João) e Alferrarede;250,09;-6,29
Freguesia;140121;União das freguesias de Aldeia do Mato e Souto;15,10;-21,30
Freguesia;140122;União das freguesias de Alvega e Concavada;23,35;-17,70
Freguesia;140123;União das freguesias de São Facundo e Vale das Mós;12,06;-16,50
Freguesia;140124;União das freguesias de São Miguel do Rio Torto e Rossio ao Sul do Tejo;69,63;-15,92
Município;1402;Alcanena;97,96;-10,07
Freguesia;140202;Bugalhos;58,51;-11,16
Freguesia;140206;Minde;137,56;-11,69
Freguesia;140207;Moitas Venda;115,70;-9,82
Freguesia;140208;Monsanto;37,92;-20,99
Freguesia;140209;Serra de Santo António;43,30;-12,69
Freguesia;140211;União das freguesias de Alcanena e Vila Moreira;314,58;-4,92
Freguesia;140212;União das freguesias de Malhou, Louriceira e Espinheiro;47,39;-14,46
Município;1408;Constância;47,26;-6,36
Freguesia;140801;Constância;108,49;-3,52
Freguesia;140802;Montalvo;96,72;-2,82
Freguesia;140803;Santa Margarida da Coutada;27,26;-10,46
Município;1410;Entroncamento;1.466,93;-0,32
Freguesia;141002;Nossa Senhora de Fátima;1.401,20;1,73
Freguesia;141001;São João Baptista;1.599,12;-3,75
Município;1411;Ferreira do Zêzere;40,97;-9,50
Freguesia;141101;Águas Belas;51,47;-3,56
Freguesia;141103;Beco;46,45;-16,89
Freguesia;141104;Chãos;19,92;-22,11
Freguesia;141106;Ferreira do Zêzere;61,01;-1,66
Freguesia;141107;Igreja Nova do Sobral;40,15;-14,01
Freguesia;141110;Nossa Senhora do Pranto;32,58;-8,82
Freguesia;141111;União das freguesias de Areias e Pias;33,94;-14,44
Município;1413;Mação;16,01;-12,76
Freguesia;141302;Amêndoa;10,29;-24,85
Freguesia;141303;Cardigos;13,60;-11,14
Freguesia;141304;Carvoeiro;10,61;-16,29
Freguesia;141305;Envendos;8,73;-18,29
Freguesia;141307;Ortiga;32,62;-9,49
Freguesia;141309;União das freguesias de Mação, Penhascoso e Aboboreira;23,81;-9,88
Município;1421;Ourém;106,89;-3,05
Freguesia;142101;Alburitel;94,73;-10,09
Freguesia;142102;Atouguia;106,43;-14,96
Freguesia;142104;Caxarias;118,47;-1,39
Freguesia;142105;Espite;49,85;-10,69
Freguesia;142106;Fátima;183,91;13,94
Freguesia;142115;Nossa Senhora da Piedade;355,04;0,46
Freguesia;142111;Nossa Senhora das Misericórdias;114,46;-8,31
Freguesia;142113;Seiça;75,52;-9,49
Freguesia;142119;União das freguesias de Freixianda, Ribeira do Fárrio e Formigais;50,23;-12,65
Freguesia;142120;União das freguesias de Gondemaria e Olival;90,87;-13,69
Freguesia;142121;União das freguesias de Matas e Cercal;77,98;-6,37
Freguesia;142122;União das freguesias de Rio de Couros e Casal dos Bernardos;51,96;-18,08
Freguesia;142114;Urqueira;45,11;-16,71
Município;1417;Sardoal;38,12;-10,81
Freguesia;141701;Alcaravela;21,19;-13,83
Freguesia;141702;Santiago de Montalegre;12,24;-9,17
Freguesia;141703;Sardoal;71,68;-10,52
Freguesia;141704;Valhascos;44,80;-6,72
Município;0509;Sertã;33,06;-7,00
Freguesia;050901;Cabeçudo;87,30;-5,22
Freguesia;050902;Carvalhal;49,00;5,59
Freguesia;050903;Castelo;38,50;-9,56
Freguesia;050911;Pedrógão Pequeno;19,15;-6,24
Freguesia;050912;Sertã;74,60;-2,53
Freguesia;050913;Troviscal;12,98;-19,79
Freguesia;050915;União das freguesias de Cernache do Bonjardim, Nesperal e Palhais;33,11;-7,20
Freguesia;050916;União das freguesias de Cumeada e Marmeleiro;12,72;-9,99
Freguesia;050917;União das freguesias de Ermida e Figueiredo;7,91;-20,09
Freguesia;050914;Várzea dos Cavaleiros;18,17;-23,54
Município;1418;Tomar;103,68;-10,48
Freguesia;141802;Asseiceira;83,90;-17,18
Freguesia;141804;Carregueiros;86,40;-9,50
Freguesia;141808;Olalhas;35,02;-14,06
Freguesia;141809;Paialvo;100,13;-14,04
Freguesia;141814;Sabacheira;24,64;-11,62
Freguesia;141813;São Pedro de Tomar;73,13;-11,43
Freguesia;141817;União das freguesias de Além da Ribeira e Pedreira;44,08;-17,75
Freguesia;141818;União das freguesias de Casais e Alviobeira;70,30;-14,74
Freguesia;141819;União das freguesias de Madalena e Beselga;76,98;-14,26
Freguesia;141820;União das freguesias de Serra e Junceira;42,32;-5,24
Freguesia;141821;União das freguesias de Tomar (São João Baptista) e Santa Maria dos Olivais;557,34;-7,01
Município;1419;Torres Novas;126,34;-7,10
Freguesia;141902;Assentiz;79,22;-10,99
Freguesia;141904;Chancelaria;40,37;-13,92
Freguesia;141917;Meia Via;407,33;-0,06
Freguesia;141909;Pedrógão;44,66;-13,75
Freguesia;141910;Riachos;342,48;-4,90
Freguesia;141918;União das freguesias de Brogueira, Parceiros de Igreja e Alcorochel;61,85;-8,02
Freguesia;141919;União das freguesias de Olaia e Paço;68,32;-16,11
Freguesia;141920;União das freguesias de Torres Novas (Santa Maria, Salvador e Santiago);203,96;-1,93
Freguesia;141921;União das freguesias de Torres Novas (São Pedro), Lapas e Ribeira Branca;364,71;-7,54
Freguesia;141916;Zibreira;89,44;-8,56
Município;0510;Vila de Rei;17,12;-5,01
Freguesia;051001;Fundada;15,11;-13,48
Freguesia;051002;São João do Peso;10,11;-35,29
Freguesia;051003;Vila de Rei;18,28;-0,57
Município;1420;Vila Nova da Barquinha;141,65;-4,18
Freguesia;142001;Atalaia;120,42;2,18
Freguesia;142002;Praia do Ribatejo;71,47;-14,92
Freguesia;142003;Tancos;93,14;-21,81
Freguesia;142006;Vila Nova da Barquinha;284,02;-0,98
NUTS 3;16J;Beiras e Serra da Estrela;33,40;-10,77
Município;0902;Almeida;11,36;-18,71
Freguesia;090203;Almeida;21,84;-12,86
Freguesia;090207;Castelo Bom;6,87;-20,37
Freguesia;090209;Freineda;6,43;-21,01
Freguesia;090210;Freixo;9,72;-8,24
Freguesia;090213;Malhada Sorda;5,55;-23,95
Freguesia;090219;Nave de Haver;7,17;-17,60
Freguesia;090224;São Pedro de Rio Seco;6,82;-14,92
Freguesia;090230;União das freguesias de Amoreira, Parada e Cabreira;9,78;-19,84
Freguesia;090231;União das freguesias de Azinhal, Peva e Valverde;5,55;-19,94
Freguesia;090232;União das freguesias de Castelo Mendo, Ade, Monteperobolso e Mesquitela;4,97;-21,80
Freguesia;090233;União das freguesias de Junça e Naves;5,28;-10,94
Freguesia;090234;União das freguesias de Leomil, Mido, Senouras e Aldeia Nova;3,61;-30,77
Freguesia;090235;União das freguesias de Malpartida e Vale de Coelha;6,24;-15,81
Freguesia;090236;União das freguesias de Miuzela e Porto de Ovelha;9,70;-32,53
Freguesia;090227;Vale da Mula;9,72;-12,09
Freguesia;090229;Vilar Formoso;118,30;-19,29
Município;0501;Belmonte;52,25;-9,53
Freguesia;050102;Caria;44,68;-9,21
Freguesia;050104;Inguias;26,12;-9,55
Freguesia;050105;Maçainhas;17,13;-12,36
Freguesia;050106;União das freguesias de Belmonte e Colmeal da Torre;92,46;-9,43
Município;0903;Celorico da Beira;26,63;-14,43
Freguesia;090302;Baraçal;15,88;-14,54
Freguesia;090304;Carrapichana;32,14;-16,67
Freguesia;090322;Casas do Soeiro;78,00;-6,21
Freguesia;090306;Forno Telheiro;28,76;-18,78
Freguesia;090307;Lajeosa do Mondego;50,32;-10,17
Freguesia;090308;Linhares;13,56;-17,76
Freguesia;090309;Maçal do Chão;9,46;-10,63
Freguesia;090310;Mesquitela;11,93;-14,71
Freguesia;090311;Minhocal;13,21;-18,86
Freguesia;090312;Prados;10,26;-18,89
Freguesia;090314;Ratoeira;31,65;-19,14
Freguesia;090323;União das freguesias de Açores e Velosa;20,34;-8,58
Freguesia;090324;União das freguesias de Celorico (São Pedro e Santa Maria) e Vila Boa do Mondego;50,29;-13,33
Freguesia;090325;União das freguesias de Cortiçô da Serra, Vide entre Vinhas e Salgueirais;16,20;-19,56
Freguesia;090326;União das freguesias de Rapa e Cadafaz;14,97;-19,87
Freguesia;090318;Vale de Azares;36,24;-18,00
Município;0503;Covilhã;83,61;-10,31
Freguesia;050302;Aldeia de São Francisco de Assis;30,41;-22,63
Freguesia;050305;Boidobra;194,77;-2,43
Freguesia;050308;Cortes do Meio;15,74;-15,61
Freguesia;050309;Dominguizo;205,66;-9,03
Freguesia;050310;Erada;13,25;-18,90
Freguesia;050311;Ferro;50,52;-8,59
Freguesia;050312;Orjais;35,08;-17,74
Freguesia;050314;Paul;56,82;-16,07
Freguesia;050315;Peraboa;30,04;-14,27
Freguesia;050318;São Jorge da Beira;21,87;-20,38
Freguesia;050322;Sobral de São Miguel;12,28;-29,67
Freguesia;050324;Tortosendo;293,86;-7,25
Freguesia;050325;Unhais da Serra;35,02;-25,04
Freguesia;050332;União das freguesias de Barco e Coutada;30,09;-17,75
Freguesia;050333;União das freguesias de Cantar-Galo e Vila do Carvalho;203,29;-19,17
Freguesia;050334;União das freguesias de Casegas e Ourondo;12,39;-24,97
Freguesia;050335;União das freguesias de Covilhã e Canhoso;702,12;-4,22
Freguesia;050336;União das freguesias de Peso e Vales do Rio;79,04;-10,99
Freguesia;050337;União das freguesias de Teixoso e Sarzedo;83,02;-13,67
Freguesia;050338;União das freguesias de Vale Formoso e Aldeia do Souto;32,59;-24,32
Freguesia;050327;Verdelhos;13,70;-24,70
Município;0904;Figueira de Castelo Rodrigo;10,12;-17,76
Freguesia;090403;Castelo Rodrigo;14,21;-9,48
Freguesia;090406;Escalhão;7,18;-26,49
Freguesia;090408;Figueira de Castelo Rodrigo;70,01;-11,71
Freguesia;090410;Mata de Lobos;7,76;-25,07
Freguesia;090418;União das freguesias de Algodres, Vale de Afonsinho e Vilar de Amargo;5,96;-19,44
Freguesia;090419;União das freguesias de Almofala e Escarigo;3,80;-35,71
Freguesia;090420;União das freguesias de Cinco Vilas e Reigada;7,72;-19,14
Freguesia;090421;União das freguesias de Freixeda do Torrão, Quintã de Pêro Martins e Penha de Águia;6,70;-25,29
Freguesia;090422;União das freguesias do Colmeal e Vilar Torpim;2,69;-23,14
Freguesia;090415;Vermiosa;8,99;-8,63
Município;0905;Fornos de Algodres;33,50;-11,75
Freguesia;090501;Algodres;28,57;-16,91
Freguesia;090502;Casal Vasco;32,39;-3,96
Freguesia;090504;Figueiró da Granja;29,45;-16,91
Freguesia;090505;Fornos de Algodres;92,75;-11,92
Freguesia;090507;Infias;94,24;8,26
